codigo,nome,estoque_31_12_2024,estoque_atual,diferenca_quantidade,preco_custo,valor_total_31_12_2024,valor_total_atual,diferenca_valor,movimentacoes_revertidas,saldos_redefinidos
1020,ENGRENAGEM P/5303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1021,ENGRENAGEM P/7125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1022,ENGRENAGEM P/7125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1023,ENGRENAGEM P/MIMIOGRAFO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1024,ENGRENAGEM PRESSAO(C2173584),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1025,ENGRENAGEM SEM FIM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1026,ENGRENAGEM SETORIAL 9D,3.0,3.0,0.0,2.4,7.2,7.2,0.0,0,0
1027,ENGRENAGEM SUPERIOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1028,ENGRENGEM 20T P/5305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1029,ENVELOPADORA DE ENVELOPE PLANO POR FOLHA COM ATE 0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1030,ENVELOPE BRANCO CARTA OFICIO PEQUENO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1031,ENVELOPE BRANCO P/ CONVITE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1032,ENVELOPE MADEIRA GRANDE CX.C/500 MR.MAITRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1033,ENVELOPE MADEIRA PEQUENO CX.C/500 MR.MAITRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1034,ENVELOPE MEDIO MAITRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1035,ENVELOPE OFICIO BRANCO MAITRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1036,ESCALA DO TAM.PAPEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1037,ESCOVA,1.0,1.0,0.0,24.42,24.42,24.42,0.0,0,0
1038,ESCOVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1039,ESCOVA ANTI-ESTATICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1040,ESCOVA ANTISTATICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1041,ESCOVA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1042,ESCOVA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1043,ESCOVA DE LIMPEZA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1044,ESCOVA DE LIMPEZA,0.0,0.0,0.0,15.04,0.0,0.0,0.0,0,0
1045,ESCOVA DE LIMPEZA 2606E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1046,ESCOVA DE LIMPEZA P/7150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1047,ESCOVA LUBRIFICANTE P/2706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1048,ESCOVA MOTOR PRINCIPAL P/5385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1049,ROLAMENTO 6806Z,2.0,2.0,0.0,14.62,29.24,29.24,0.0,0,0
105,BANCO CASSETE 3222/27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1050,ESFERA P/2318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1051,ESPACADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1052,ESPACADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1053,ESPACADOR DA CABECA TERMICA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1054,ESPACADOR DA POLIA DE FRICCAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1055,ESPACADOR P/2606E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1056,ESPACADOR PRESSAO ALIMENTADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1057,ESPELHO EXAMINADOR P/5305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1058,ESPIRAL AGITADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1059,ESPIRAL DE TONER 8122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
106,BANDEJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1060,ESPIRAL DE TRANSPORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1061,ESPONJA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1062,ESPONJA DOSADORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1063,ESPONJA DUPLA FACE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1064,ESTABILIZADOR SOL 1500 220/110V TRIPOLAR-MICROSOL,3.0,3.0,0.0,174.37,523.11,523.11,0.0,0,0
1065,ESTABILIZADOR SOL 2000 220V/110V,0.0,0.0,0.0,205.85,0.0,0.0,0.0,0,0
1066,ESTEIRA DO ADF/7150 (59181125),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1067,ESTEIRA DO ADF-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1068,ESTEIRA DO RADF-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1069,ESTEIRA DO RADF-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
107,BANDEJA ALIMENTAÇAO MANUAL 2622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1070,ESTRUTURA BASE UNID. DE LIMPEZA,0.0,0.0,0.0,23.99,0.0,0.0,0.0,0,0
1071,ESTRUTURA DE UNIDADE FUSORA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1072,ESTRUTURA FRONTAL LIMPEZA P/2622,0.0,0.0,0.0,120.33,0.0,0.0,0.0,0,0
1073,ESTRUTURA UNID. LIMPEZA-2613,0.0,0.0,0.0,57.22,0.0,0.0,0.0,0,0
1075,ETIQUETA DE INSTRUCOES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1076,ETIQUETA DE OPERACOES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1079,EXAUSTOR DO TRANSPORTE DE PAPEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
108,BANDEJA DA SAIDA DE ORIGINAIS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1080,EXCENTRICO ALIMENTADOR PAPEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1081,FACA P/GUILHOTINA GK460/40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1082,FATURAMENTO PROV.DE MAQ.COPIADORA MOD.1502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1083,FECHADURA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1084,FECHADURA DO BYPASS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1085,FECHO MAGNETICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1086,FELTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1087,FIACAO DA CORONA P/7150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1088,FIAÇAO DA FUSAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1089,FIACAO DA GUILHOTINA - 5327,0.0,0.0,0.0,93.24,0.0,0.0,0.0,0,0
109,BANDEJA DE ALIM.MANUAL,1.0,1.0,0.0,40.87,40.87,40.87,0.0,0,0
1090,FIACAO DA LAMPADA 5329,0.0,0.0,0.0,19.35,0.0,0.0,0.0,0,0
1091,FIACAO DA LAMPADA (73912401),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1092,FIACAO DA LAMPADA DE EXPOSICAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1093,FIAÇAO DA LAMPADA DE EXPOSIÇAO.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1094,FIACAO DA LAMPADA(75812071),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1095,FIACAO DA UNID. DE CORTE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1096,FIACAO DA UNIDADE FUROSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1097,FIACAO DA UNIDADE FUSORA P/4490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1098,FIACAO DO CILINDRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1099,FIACAO DO RELE DO ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
110,BANDEJA DE ALIMENTACAO MANUAL 3215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1100,FIACAO DO SENSOR,0.0,0.0,0.0,19.66,0.0,0.0,0.0,0,0
1101,FIAÇAO DO SENSOR ID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1102,FIACAO LAMPADA(60112110V),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1103,FIAÇAO SENSOR FUSOR,1.0,1.0,0.0,12.5,12.5,12.5,0.0,0,0
1104,FILTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1105,FILTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1106,FILTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1107,FILTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1108,FILTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1109,FILTRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
111,BANDEJA DE COPIA-2713Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1110,FILTRO A VACUO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1111,FILTRO ASPIRADOR A VACUO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1112,FILTRO AZUL DA LENTE - 2818Z(A1901812V),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1113,FILTRO DA UNID. DE CARGA P/2706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1114,FILTRO DE EXPOSICAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1115,FILTRO DE OZONIO,0.0,0.0,0.0,28.25,0.0,0.0,0.0,0,0
1116,FILTRO DE OZONIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1117,FILTRO DE OZONIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1118,FILTRO DE OZONIO,2.0,2.0,0.0,39.24,78.48,78.48,0.0,0,0
1119,FILTRO DE OZONIO 2301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
112,BANDEJA DE COPIAS(A1842500V),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1120,FILTRO DE POEIRA 2606E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1121,FILTRO DE POEIRA CS206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1122,FILTRO DO MOTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1123,FILTRO DO REVELADOR P/7150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1124,FILTRO OTICO P/2606E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1125,FILTRO OZONIO REV. 2706/2606E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1126,FILTRO P/4030(G-2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1127,FILTRO P/4030(K-30N),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1128,FILTRO UNID. REVELACAO P/2706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1129,FILTRO UNID. REVELACAO(AA012063),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
113,BANDEJA DE INTRODUCAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1130,FIO CORONA DE CARGA 2818/2913,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0
1131,FIO CORONA DE CARGA 2606E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1132,FIO CORONA DE CARGA P/2706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1133,FIO CORONA DE SEPARACAO P/2513,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0,0
1134,FIO CORONA DE TRANSFERENCIA P/2513,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0,0
1135,FIO CORONA PCC 2706/2606E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1136,FIO DA CORONA DE TRANSFERENCIA 2818/2913,0.0,0.0,0.0,2.52,0.0,0.0,0.0,0,0
1137,FIO DE ALIMENTACAO(72112210),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1138,FIO DE CORONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1139,FIO DE CORONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
114,BANDEJA DE PAPEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1140,FIO DE CORONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1141,FIO DE CORONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1142,FIO DE CORONA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1143,FIO DE CORONA 3090/4400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1144,FIO DE CORONA 7125S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1145,FIO DE CORONA CARGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1146,FIO DE CORONA CARGA P/3320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1147,FIO DE CORONA DE CARGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1148,FIO DE CORONA DE CARGA,0.0,0.0,0.0,5.24,0.0,0.0,0.0,0,0
1149,FIO DE CORONA DE SEPARACAO,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0,0
115,BANDEJA ENTRADA T270 3222/27-410385,1.0,1.0,0.0,10.0,10.0,10.0,0.0,0,0
1150,FIO DE CORONA P/3320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1151,FIO DE CORONA P/4400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1152,FIO DE CORONA P/7150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1153,FIO DE CORONA TRANSFERENCIA 3018,0.0,0.0,0.0,5.45,0.0,0.0,0.0,0,0
1154,FIO DE TUNGSTENIO P/2201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1158,FITA DE ACO (A12A016),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1159,FITA DE FELTRO C/10 UNID.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
116,BANDEJA EXTERNA T450 3235/35E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1160,FITA DECORATIVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1161,FITA GOMADA 38X50 MARCA GESTETNER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1163,FITA GOMADA 3M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1164,FITA GOMADA 50MM X 50M,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1165,"FITA P/ VIDEO CASSETE 120M, MR.TDK",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1168,FIXADOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1169,FIXADOR DA ESCOVA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
117,BANDEJA P/PAPEL EM ACRILICO SIMPLES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1170,FIXADOR DE LAMINA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1171,FIXADOR DE MASTER,0.0,0.0,0.0,130.2,0.0,0.0,0.0,0,0
1172,FIXADOR DE ORIGINAIS P/4030(ZA3),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1173,FIXADOR DE STENCIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1174,FIXADOR DO EIXO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1175,FIXADOR DO EIXO PRINCIPAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1176,FIXADOR DO INDICE DE ORIGINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1177,"FIXADOR DO SUPORTE ""B""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1178,FIXADOR STENCIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1179,FLANELOGRAFO GRAFOTEC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1180,FLANGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1181,FLANGE DO CILINDRO P/5306,0.0,0.0,0.0,67.05,0.0,0.0,0.0,0,0
1182,FLANGE DO MASTER(C2134042),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1183,FLANGE DO ROLO,0.0,0.0,0.0,18.33,0.0,0.0,0.0,0,0
1184,FLANGE FRONTAL CILINDRO P/2706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1185,FLANGE FRONTAL P/5303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1186,FLANGE ROLO INTROD.PAPEL 5303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1187,FLANGE STOPPER 5450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1188,FLANGE TRASEIRA CILINDRO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1189,FLANGE TRASEIRO CILINDRO 5327,0.0,0.0,0.0,151.74,0.0,0.0,0.0,0,0
119,BARRA DE LUBRIFICAÇAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1190,FLANGE TRASEIRO CILINDRO P/2706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1191,FLANGE TRASEIRO P/5303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1192,FLAUTA DA BOMBA DE TINTA P/4030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1193,FOLHA DA TAMPA DE ORIGINAIS P/2430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1194,FOLHA DA TAMPA DE PRESSAO P/2513/2613,0.0,0.0,0.0,19.34,0.0,0.0,0.0,0,0
1195,FOLHA DA TAMPA DE PRESSAO P/7125,0.0,0.0,0.0,17.52,0.0,0.0,0.0,0,0
1196,FOLHA DE OPERAÇAO,0.0,0.0,0.0,124.21,0.0,0.0,0.0,0,0
1197,FONTE ALIMENTACAO 115V 2622S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1198,FONTE DE ALIMENTACAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1199,FONTE DE ALIMENTACAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
12,AGULHA P/GRAVADORA DE STENCIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
120,BARRA DE LUBRIFICAÇAO CS206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1200,FONTE DE ALIMENTAÇAO 5327,0.0,0.0,0.0,81.72,0.0,0.0,0.0,0,0
1201,FONTE DE ALIMENTAÇAO P/1502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1202,FONTE DE ALIMENTAÇAO P/2613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1203,FONTE DE FORCA P/2318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1205,FOSFORO(PCT C/10 CX),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1206,FOTO INTERRUPTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1207,FOTO INTERRUPTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1208,FOTO INTERRUPTOR 5308(AW020073),1.0,1.0,0.0,3.37,3.37,3.37,0.0,0,0
1209,FOTO INTERRUPTOR (AW020021),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
121,BARRA LUB. CILINDRO(A1723602),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1210,FOTO INTERRUPTOR FT 4418/5304,4.0,4.0,0.0,6.03,24.12,24.12,0.0,0,0
1211,FOTO SENSOR,2.0,2.0,0.0,46.0,92.0,92.0,0.0,0,0
1212,FOTO SENSOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1213,FOTO SENSOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1214,FOTO SENSOR,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0,0
1215,FOTOCOPIADORA RICOH FT2212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1216,FOTOINTERRUPTOR,1.0,1.0,0.0,5.15,5.15,5.15,0.0,0,0
1217,FOTOINTERRUPTOR,0.0,0.0,0.0,4.81,0.0,0.0,0.0,0,0
1218,FOTOSENSOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1219,FRASCO DISPOSAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
122,BARRA LUBRIFICANTE P/2606E(A1726305),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1220,FREIO DO ROLO FUSOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1221,FUSIVEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1222,FUSIVEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1223,FUSIVEL 643-MA 115V,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1224,FUSIVEL 905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1225,FUSIVEL P/2635/2727(A1534077),0.0,0.0,0.0,25.54,0.0,0.0,0.0,0,0
1226,FUSIVEL P/2635/2727(A1534085),0.0,0.0,0.0,26.21,0.0,0.0,0.0,0,0
1227,FUSIVEL TEMPERATURA P/7125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1228,FUSIVEL TERMICO,1.0,1.0,0.0,55.33,55.33,55.33,0.0,0,0
1229,FUSIVEL TERMICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
123,BASE CLAMPER P/5375(C2094945),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1230,FUSIVEL TERMICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1231,FUSIVEL TERMICO DA FUSAO,0.0,0.0,0.0,20.48,0.0,0.0,0.0,0,0
1232,FUSIVEL TERMICO P/2301/02(60120270),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1233,FUSIVEL TERMICO P/2430(75769070),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1234,FUSIVEL TERMICO(60168030V),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1235,GABINETE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1236,GANCHO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1237,GANCHO TERMINAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1238,GARRA DE SEPARACAO P/2713/2613,17.0,17.0,0.0,6.02,102.34,102.34,0.0,0,0
1239,GARRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
124,BASE CORONA ST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1240,GARRA ALIMENTADORA (SC21),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1241,GARRA DE SEPARACAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1242,GARRA DE SEPARACAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1243,GARRA DE SEPARACAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1244,GARRA DE SEPARACAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1245,GARRA DO ROLO FUSOR P/2301/02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1246,GARRA DO ROLO FUSOR P/3018(A0069002),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1247,GARRA DO ROLO FUSOR P/3320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1248,GARRA DO ROLO FUSOR(COD.AE044011),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
